529660296080916480	false
529653029747064832	false
529695367680761856	false
553512735192141826	true
553470492565602305	unverified
553474188259102720	unverified
552785375161499649	true
553506608203169792	true
521360486387175424	false
544510450101415936	unverified
544513524438155264	true
544329935943237632	true
544306402731507712	false
544514564407427072	true
544515538383564801	true
544297696308518912	false
544268732046913536	true
544504183341064192	true
544314234541469696	true
544277117039837184	true
544271069146656768	false
544382892378714113	true
544294893146091520	true
544291965513134080	true
580333909008871424	true
580348081100734464	true
580339825649291264	false
580319184652890113	false
580882341880446977	true
580319078155468800	true
580333763512705025	false
763098277986209792	false
768859780240773121	false
758159624122097664	false
764927075522260992	false
524925050739490816	true
524961721744900097	true
524966904885428226	true
524923293711998976	true
524925215235911680	true
524959809402331137	true
525068915068923904	true
524925987239120897	true
524944399890124801	true
524970851675176960	unverified
524941132237910016	true
524931324763992064	true
525025279803424768	true
525003468659228672	false
524975705206304769	true
524937542131793920	unverified
524980744658382848	true
500280838710247424	unverified
500389488217309184	unverified
500327106824245249	unverified
500378223977721856	true
500258409988763649	unverified
500377906305327104	unverified
500363740311982081	unverified
500280422295937024	unverified
500378522788315137	unverified
500319801344929795	unverified
500354773133299713	unverified
852844529778601985	false
897502435593265152	false
903336023362547715	true
904111594912841729	false
902006921523331073	false
909084965035487232	true
902134516575346688	false
986750534886424576	true
987801763850809344	true
987323105524768769	true
935577591850979329	unverified
897715873145913344	unverified
830469481621241857	false
938787800974950400	false
940078473061609472	false
904762977185808385	true
784216706080178176	true
644j1f	false
5938df	unverified
4c7iec	unverified
934q6t	false
1x8zke	false
wfajw	true
8m9y0o	true
3xqilx	false
879j1c	unverified
